#1;Ludinghausen 1m Lufttemp 2017
#2;Source: CDC DWD #DWD Climate Data Center (CDC): Hourly station observations of soil temperature at the depth of 100cm in
#°C for Germany, version v18.1 & recent
# Zeit [s];T[K]
double default(8761,2);
18604800;291.15
18608400;291.15
18612000;291.15
18615600;291.15
18619200;291.15
18622800;291.15
18626400;291.15
18630000;291.15
18633600;291.15
18637200;291.15
18640800;291.15
18644400;291.15
18648000;291.15
18651600;291.15
18655200;291.15
18658800;291.15
18662400;291.15
18666000;291.15
18669600;291.15
18673200;291.15
18676800;291.15
18680400;291.15
18684000;291.15
18687600;291.15
18691200;291.15
18694800;291.15
18698400;291.15
18702000;291.15
18705600;291.15
18709200;291.15
18712800;291.15
18716400;291.15
18720000;291.15
18723600;291.15
18727200;291.15
18730800;291.15
18734400;291.15
18738000;291.15
18741600;291.15
18745200;291.15
18748800;291.15
18752400;291.15
18756000;291.15
18759600;291.15
18763200;291.15
18766800;291.15
18770400;291.15
18774000;291.15
18777600;291.05
18781200;291.05
18784800;291.05
18788400;291.05
18792000;291.05
18795600;291.05
18799200;291.05
18802800;291.05
18806400;291.05
18810000;291.05
18813600;291.05
18817200;291.05
18820800;291.05
18824400;291.05
18828000;291.05
18831600;291.05
18835200;291.05
18838800;291.05
18842400;291.05
18846000;291.05
18849600;291.05
18853200;291.05
18856800;291.05
18860400;291.05
18864000;291.05
18867600;291.05
18871200;291.05
18874800;290.95
18878400;290.95
18882000;290.95
18885600;290.95
18889200;290.95
18892800;290.95
18896400;290.95
18900000;290.95
18903600;290.95
18907200;290.95
18910800;290.95
18914400;290.95
18918000;290.95
18921600;290.95
18925200;290.95
18928800;290.95
18932400;290.95
18936000;290.95
18939600;290.95
18943200;290.95
18946800;290.95
18950400;290.95
18954000;290.95
18957600;290.95
18961200;290.95
18964800;290.95
18968400;290.95
18972000;290.95
18975600;290.95
18979200;290.95
18982800;290.95
18986400;290.95
18990000;290.95
18993600;290.95
18997200;290.95
19000800;290.95
19004400;290.95
19008000;290.95
19011600;290.95
19015200;290.95
19018800;290.95
19022400;290.95
19026000;290.95
19029600;290.85
19033200;290.85
19036800;290.85
19040400;290.85
19044000;290.85
19047600;290.85
19051200;290.85
19054800;290.85
19058400;290.85
19062000;290.85
19065600;290.85
19069200;290.85
19072800;290.85
19076400;290.85
19080000;290.85
19083600;290.85
19087200;290.85
19090800;290.85
19094400;290.85
19098000;290.85
19101600;290.85
19105200;290.85
19108800;290.85
19112400;290.85
19116000;290.85
19119600;290.85
19123200;290.85
19126800;290.85
19130400;290.85
19134000;290.85
19137600;290.85
19141200;290.85
19144800;290.85
19148400;290.85
19152000;290.85
19155600;290.85
19159200;290.85
19162800;290.85
19166400;290.85
19170000;290.85
19173600;290.85
19177200;290.85
19180800;290.85
19184400;290.85
19188000;290.85
19191600;290.85
19195200;290.85
19198800;290.85
19202400;290.85
19206000;290.85
19209600;290.85
19213200;290.85
19216800;290.85
19220400;290.85
19224000;290.85
19227600;290.85
19231200;290.85
19234800;290.75
19238400;290.75
19242000;290.75
19245600;290.75
19249200;290.75
19252800;290.75
19256400;290.75
19260000;290.75
19263600;290.75
19267200;290.75
19270800;290.75
19274400;290.75
19278000;290.75
19281600;290.75
19285200;290.65
19288800;290.65
19292400;290.65
19296000;290.65
19299600;290.65
19303200;290.65
19306800;290.65
19310400;290.65
19314000;290.65
19317600;290.65
19321200;290.65
19324800;290.65
19328400;290.55
19332000;290.55
19335600;290.55
19339200;290.55
19342800;290.55
19346400;290.55
19350000;290.55
19353600;290.55
19357200;290.55
19360800;290.55
19364400;290.55
19368000;290.55
19371600;290.45
19375200;290.45
19378800;290.45
19382400;290.45
19386000;290.45
19389600;290.45
19393200;290.45
19396800;290.45
19400400;290.45
19404000;290.45
19407600;290.45
19411200;290.45
19414800;290.45
19418400;290.45
19422000;290.45
19425600;290.45
19429200;290.45
19432800;290.45
19436400;290.45
19440000;290.45
19443600;290.45
19447200;290.45
19450800;290.45
19454400;290.45
19458000;290.45
19461600;290.45
19465200;290.45
19468800;290.45
19472400;290.45
19476000;290.45
19479600;290.45
19483200;290.45
19486800;290.45
19490400;290.45
19494000;290.45
19497600;290.45
19501200;290.35
19504800;290.35
19508400;290.35
19512000;290.35
19515600;290.45
19519200;290.45
19522800;290.45
19526400;290.45
19530000;290.45
19533600;290.45
19537200;290.45
19540800;290.45
19544400;290.45
19548000;290.45
19551600;290.45
19555200;290.45
19558800;290.45
19562400;290.45
19566000;290.45
19569600;290.45
19573200;290.45
19576800;290.45
19580400;290.45
19584000;290.45
19587600;290.45
19591200;290.45
19594800;290.45
19598400;290.45
19602000;290.45
19605600;290.45
19609200;290.45
19612800;290.45
19616400;290.45
19620000;290.45
19623600;290.45
19627200;290.45
19630800;290.45
19634400;290.45
19638000;290.55
19641600;290.55
19645200;290.55
19648800;290.55
19652400;290.55
19656000;290.55
19659600;290.55
19663200;290.55
19666800;290.55
19670400;290.55
19674000;290.55
19677600;290.55
19681200;290.55
19684800;290.55
19688400;290.55
19692000;290.55
19695600;290.55
19699200;290.55
19702800;290.55
19706400;290.55
19710000;290.65
19713600;290.65
19717200;290.65
19720800;290.65
19724400;290.65
19728000;290.65
19731600;290.65
19735200;290.65
19738800;290.65
19742400;290.65
19746000;290.65
19749600;290.65
19753200;290.65
19756800;290.65
19760400;290.65
19764000;290.65
19767600;290.65
19771200;290.65
19774800;290.65
19778400;290.65
19782000;290.65
19785600;290.75
19789200;290.75
19792800;290.75
19796400;290.75
19800000;290.75
19803600;290.75
19807200;290.75
19810800;290.75
19814400;290.75
19818000;290.75
19821600;290.75
19825200;290.75
19828800;290.75
19832400;290.75
19836000;290.75
19839600;290.75
19843200;290.75
19846800;290.75
19850400;290.75
19854000;290.75
19857600;290.75
19861200;290.75
19864800;290.75
19868400;290.75
19872000;290.75
19875600;290.75
19879200;290.75
19882800;290.75
19886400;290.75
19890000;290.75
19893600;290.75
19897200;290.75
19900800;290.75
19904400;290.75
19908000;290.75
19911600;290.75
19915200;290.75
19918800;290.75
19922400;290.75
19926000;290.75
19929600;290.75
19933200;290.75
19936800;290.75
19940400;290.75
19944000;290.75
19947600;290.65
19951200;290.65
19954800;290.65
19958400;290.65
19962000;290.65
19965600;290.65
19969200;290.65
19972800;290.65
19976400;290.65
19980000;290.65
19983600;290.65
19987200;290.65
19990800;290.65
19994400;290.65
19998000;290.65
20001600;290.65
20005200;290.65
20008800;290.65
20012400;290.65
20016000;290.65
20019600;290.65
20023200;290.65
20026800;290.55
20030400;290.55
20034000;290.55
20037600;290.55
20041200;290.55
20044800;290.55
20048400;290.55
20052000;290.55
20055600;290.55
20059200;290.55
20062800;290.55
20066400;290.55
20070000;290.55
20073600;290.55
20077200;290.55
20080800;290.55
20084400;290.55
20088000;290.45
20091600;290.45
20095200;290.45
20098800;290.45
20102400;290.45
20106000;290.45
20109600;290.45
20113200;290.45
20116800;290.45
20120400;290.45
20124000;290.45
20127600;290.45
20131200;290.45
20134800;290.45
20138400;290.45
20142000;290.45
20145600;290.45
20149200;290.45
20152800;290.45
20156400;290.45
20160000;290.45
20163600;290.35
20167200;290.35
20170800;290.35
20174400;290.35
20178000;290.35
20181600;290.35
20185200;290.35
20188800;290.35
20192400;290.35
20196000;290.35
20199600;290.35
20203200;290.35
20206800;290.35
20210400;290.35
20214000;290.35
20217600;290.35
20221200;290.35
20224800;290.35
20228400;290.35
20232000;290.35
20235600;290.35
20239200;290.35
20242800;290.35
20246400;290.35
20250000;290.35
20253600;290.35
20257200;290.35
20260800;290.35
20264400;290.35
20268000;290.35
20271600;290.35
20275200;290.35
20278800;290.35
20282400;290.35
20286000;290.35
20289600;290.35
20293200;290.35
20296800;290.35
20300400;290.35
20304000;290.35
20307600;290.35
20311200;290.35
20314800;290.35
20318400;290.35
20322000;290.35
20325600;290.35
20329200;290.35
20332800;290.35
20336400;290.35
20340000;290.35
20343600;290.35
20347200;290.45
20350800;290.45
20354400;290.45
20358000;290.45
20361600;290.45
20365200;290.45
20368800;290.45
20372400;290.45
20376000;290.45
20379600;290.45
20383200;290.45
20386800;290.45
20390400;290.45
20394000;290.45
20397600;290.45
20401200;290.45
20404800;290.45
20408400;290.45
20412000;290.45
20415600;290.45
20419200;290.45
20422800;290.55
20426400;290.55
20430000;290.55
20433600;290.55
20437200;290.55
20440800;290.55
20444400;290.55
20448000;290.55
20451600;290.55
20455200;290.55
20458800;290.55
20462400;290.55
20466000;290.55
20469600;290.55
20473200;290.55
20476800;290.55
20480400;290.55
20484000;290.55
20487600;290.55
20491200;290.55
20494800;290.55
20498400;290.55
20502000;290.55
20505600;290.65
20509200;290.65
20512800;290.65
20516400;290.65
20520000;290.65
20523600;290.65
20527200;290.65
20530800;290.65
20534400;290.65
20538000;290.65
20541600;290.65
20545200;290.65
20548800;290.65
20552400;290.65
20556000;290.65
20559600;290.65
20563200;290.65
20566800;290.65
20570400;290.65
20574000;290.65
20577600;290.65
20581200;290.65
20584800;290.75
20588400;290.75
20592000;290.75
20595600;290.75
20599200;290.75
20602800;290.75
20606400;290.75
20610000;290.75
20613600;290.75
20617200;290.75
20620800;290.75
20624400;290.75
20628000;290.75
20631600;290.75
20635200;290.75
20638800;290.75
20642400;290.75
20646000;290.75
20649600;290.75
20653200;290.75
20656800;290.75
20660400;290.75
20664000;290.75
20667600;290.85
20671200;290.85
20674800;290.85
20678400;290.85
20682000;290.85
20685600;290.85
20689200;290.85
20692800;290.85
20696400;290.85
20700000;290.85
20703600;290.85
20707200;290.85
20710800;290.85
20714400;290.85
20718000;290.85
20721600;290.85
20725200;290.85
20728800;290.85
20732400;290.85
20736000;290.85
20739600;290.85
20743200;290.85
20746800;290.85
20750400;290.85
20754000;290.85
20757600;290.95
20761200;290.95
20764800;290.95
20768400;290.95
20772000;290.95
20775600;290.95
20779200;290.95
20782800;290.95
20786400;290.95
20790000;290.95
20793600;290.95
20797200;290.95
20800800;290.95
20804400;290.95
20808000;290.95
20811600;290.95
20815200;290.95
20818800;290.95
20822400;291.05
20826000;291.05
20829600;291.05
20833200;291.05
20836800;291.05
20840400;291.05
20844000;291.05
20847600;291.05
20851200;291.05
20854800;291.05
20858400;291.05
20862000;291.05
20865600;291.05
20869200;291.15
20872800;291.15
20876400;291.15
20880000;291.15
20883600;291.15
20887200;291.15
20890800;291.15
20894400;291.15
20898000;291.15
20901600;291.15
20905200;291.15
20908800;291.15
20912400;291.15
20916000;291.25
20919600;291.25
20923200;291.25
20926800;291.25
20930400;291.25
20934000;291.25
20937600;291.25
20941200;291.25
20944800;291.25
20948400;291.25
20952000;291.25
20955600;291.25
20959200;291.25
20962800;291.25
20966400;291.25
20970000;291.25
20973600;291.25
20977200;291.25
20980800;291.25
20984400;291.25
20988000;291.25
20991600;291.25
20995200;291.25
20998800;291.25
21002400;291.25
21006000;291.25
21009600;291.25
21013200;291.25
21016800;291.25
21020400;291.25
21024000;291.25
21027600;291.25
21031200;291.25
21034800;291.25
21038400;291.25
21042000;291.25
21045600;291.25
21049200;291.15
21052800;291.15
21056400;291.15
21060000;291.15
21063600;291.15
21067200;291.15
21070800;291.15
21074400;291.15
21078000;291.15
21081600;291.15
21085200;291.15
21088800;291.15
21092400;291.05
21096000;291.05
21099600;291.05
21103200;291.05
21106800;291.05
21110400;291.05
21114000;291.05
21117600;291.05
21121200;291.05
21124800;291.05
21128400;291.05
21132000;290.95
21135600;290.95
21139200;290.95
21142800;290.95
21146400;290.95
21150000;290.95
21153600;290.95
21157200;290.95
21160800;290.95
21164400;290.95
21168000;290.95
21171600;290.95
21175200;290.85
21178800;290.85
21182400;290.85
21186000;290.85
21189600;290.85
21193200;290.85
21196800;290.85
21200400;290.85
21204000;290.85
21207600;290.85
21211200;290.85
21214800;290.85
21218400;290.75
21222000;290.75
21225600;290.75
21229200;290.75
21232800;290.75
21236400;290.75
21240000;290.75
21243600;290.75
21247200;290.75
21250800;290.75
21254400;290.75
21258000;290.75
21261600;290.75
21265200;290.75
21268800;290.65
21272400;290.65
21276000;290.65
21279600;290.65
21283200;290.65
21286800;290.65
21290400;290.65
21294000;290.65
21297600;290.65
21301200;290.65
21304800;290.65
21308400;290.65
21312000;290.65
21315600;290.65
21319200;290.65
21322800;290.55
21326400;290.55
21330000;290.55
21333600;290.55
21337200;290.55
21340800;290.55
21344400;290.55
21348000;290.55
21351600;290.55
21355200;290.55
21358800;290.55
21362400;290.55
21366000;290.55
21369600;290.55
21373200;290.55
21376800;290.55
21380400;290.55
21384000;290.55
21387600;290.55
21391200;290.55
21394800;290.55
21398400;290.55
21402000;290.55
21405600;290.55
21409200;290.55
21412800;290.55
21416400;290.55
21420000;290.55
21423600;290.55
21427200;290.55
21430800;290.55
21434400;290.55
21438000;290.55
21441600;290.55
21445200;290.55
21448800;290.55
21452400;290.55
21456000;290.55
21459600;290.55
21463200;290.55
21466800;290.55
21470400;290.55
21474000;290.55
21477600;290.55
21481200;290.55
21484800;290.55
21488400;290.55
21492000;290.55
21495600;290.55
21499200;290.55
21502800;290.55
21506400;290.55
21510000;290.55
21513600;290.55
21517200;290.55
21520800;290.55
21524400;290.55
21528000;290.55
21531600;290.55
21535200;290.55
21538800;290.55
21542400;290.55
21546000;290.55
21549600;290.55
21553200;290.55
21556800;290.55
21560400;290.45
21564000;290.45
21567600;290.45
21571200;290.45
21574800;290.45
21578400;290.45
21582000;290.45
21585600;290.45
21589200;290.45
21592800;290.45
21596400;290.45
21600000;290.45
21603600;290.45
21607200;290.45
21610800;290.45
21614400;290.45
21618000;290.45
21621600;290.45
21625200;290.45
21628800;290.45
21632400;290.35
21636000;290.35
21639600;290.35
21643200;290.35
21646800;290.35
21650400;290.35
21654000;290.35
21657600;290.35
21661200;290.35
21664800;290.35
21668400;290.35
21672000;290.35
21675600;290.35
21679200;290.35
21682800;290.35
21686400;290.25
21690000;290.25
21693600;290.25
21697200;290.25
21700800;290.25
21704400;290.25
21708000;290.25
21711600;290.25
21715200;290.25
21718800;290.25
21722400;290.25
21726000;290.25
21729600;290.25
21733200;290.25
21736800;290.15
21740400;290.15
21744000;290.15
21747600;290.15
21751200;290.15
21754800;290.15
21758400;290.15
21762000;290.15
21765600;290.15
21769200;290.15
21772800;290.15
21776400;290.15
21780000;290.15
21783600;290.15
21787200;290.15
21790800;290.15
21794400;290.15
21798000;290.05
21801600;290.05
21805200;290.05
21808800;290.05
21812400;290.05
21816000;290.05
21819600;290.05
21823200;290.05
21826800;290.05
21830400;290.05
21834000;290.05
21837600;290.05
21841200;290.05
21844800;290.05
21848400;290.05
21852000;290.05
21855600;290.05
21859200;289.95
21862800;289.95
21866400;289.95
21870000;289.95
21873600;289.95
21877200;289.95
21880800;289.95
21884400;289.95
21888000;289.95
21891600;289.95
21895200;289.95
21898800;289.95
21902400;289.95
21906000;289.95
21909600;289.95
21913200;289.95
21916800;289.95
21920400;289.85
21924000;289.85
21927600;289.85
21931200;289.85
21934800;289.85
21938400;289.85
21942000;289.85
21945600;289.85
21949200;289.85
21952800;289.85
21956400;289.85
21960000;289.85
21963600;289.85
21967200;289.85
21970800;289.85
21974400;289.85
21978000;289.85
21981600;289.75
21985200;289.75
21988800;289.75
21992400;289.75
21996000;289.75
21999600;289.75
22003200;289.75
22006800;289.75
22010400;289.75
22014000;289.75
22017600;289.75
22021200;289.75
22024800;289.75
22028400;289.75
22032000;289.75
22035600;289.75
22039200;289.75
22042800;289.65
22046400;289.65
22050000;289.65
22053600;289.65
22057200;289.65
22060800;289.65
22064400;289.65
22068000;289.65
22071600;289.65
22075200;289.65
22078800;289.65
22082400;289.65
22086000;289.65
22089600;289.65
22093200;289.65
22096800;289.65
22100400;289.65
22104000;289.55
22107600;289.55
22111200;289.55
22114800;289.55
22118400;289.55
22122000;289.55
22125600;289.55
22129200;289.55
22132800;289.55
22136400;289.55
22140000;289.55
22143600;289.55
22147200;289.55
22150800;289.55
22154400;289.55
22158000;289.55
22161600;289.45
22165200;289.45
22168800;289.45
22172400;289.45
22176000;289.45
22179600;289.45
22183200;289.45
22186800;289.45
22190400;289.45
22194000;289.45
22197600;289.45
22201200;289.45
22204800;289.35
22208400;289.35
22212000;289.35
22215600;289.35
22219200;289.35
22222800;289.35
22226400;289.35
22230000;289.35
22233600;289.35
22237200;289.35
22240800;289.35
22244400;289.35
22248000;289.25
22251600;289.25
22255200;289.25
22258800;289.25
22262400;289.25
22266000;289.25
22269600;289.25
22273200;289.25
22276800;289.25
22280400;289.25
22284000;289.25
22287600;289.25
22291200;289.15
22294800;289.15
22298400;289.15
22302000;289.15
22305600;289.15
22309200;289.15
22312800;289.15
22316400;289.15
22320000;289.15
22323600;289.15
22327200;289.15
22330800;289.15
22334400;289.15
22338000;289.05
22341600;289.05
22345200;289.05
22348800;289.05
22352400;289.05
22356000;289.05
22359600;289.05
22363200;289.05
22366800;289.05
22370400;289.05
22374000;289.05
22377600;289.05
22381200;289.05
22384800;289.05
22388400;288.95
22392000;288.95
22395600;288.95
22399200;288.95
22402800;288.95
22406400;288.95
22410000;288.95
22413600;288.95
22417200;288.95
22420800;288.95
22424400;288.95
22428000;288.95
22431600;288.95
22435200;288.95
22438800;288.95
22442400;288.85
22446000;288.85
22449600;288.85
22453200;288.85
22456800;288.85
22460400;288.85
22464000;288.85
22467600;288.85
22471200;288.85
22474800;288.85
22478400;288.85
22482000;288.85
22485600;288.85
22489200;288.85
22492800;288.85
22496400;288.75
22500000;288.75
22503600;288.75
22507200;288.75
22510800;288.75
22514400;288.75
22518000;288.75
22521600;288.75
22525200;288.75
22528800;288.75
22532400;288.75
22536000;288.75
22539600;288.75
22543200;288.65
22546800;288.65
22550400;288.65
22554000;288.65
22557600;288.65
22561200;288.65
22564800;288.65
22568400;288.65
22572000;288.65
22575600;288.65
22579200;288.65
22582800;288.65
22586400;288.65
22590000;288.65
22593600;288.65
22597200;288.65
22600800;288.65
22604400;288.65
22608000;288.55
22611600;288.55
22615200;288.55
22618800;288.55
22622400;288.55
22626000;288.55
22629600;288.55
22633200;288.55
22636800;288.55
22640400;288.55
22644000;288.55
22647600;288.55
22651200;288.55
22654800;288.55
22658400;288.55
22662000;288.55
22665600;288.55
22669200;288.55
22672800;288.55
22676400;288.55
22680000;288.55
22683600;288.55
22687200;288.55
22690800;288.55
22694400;288.45
22698000;288.45
22701600;288.45
22705200;288.45
22708800;288.45
22712400;288.45
22716000;288.45
22719600;288.45
22723200;288.45
22726800;288.45
22730400;288.45
22734000;288.45
22737600;288.45
22741200;288.45
22744800;288.45
22748400;288.45
22752000;288.45
22755600;288.45
22759200;288.45
22762800;288.45
22766400;288.45
22770000;288.45
22773600;288.45
22777200;288.45
22780800;288.45
22784400;288.45
22788000;288.35
22791600;288.35
22795200;288.35
22798800;288.35
22802400;288.35
22806000;288.35
22809600;288.35
22813200;288.35
22816800;288.35
22820400;288.35
22824000;288.35
22827600;288.35
22831200;288.35
22834800;288.35
22838400;288.35
22842000;288.35
22845600;288.35
22849200;288.35
22852800;288.35
22856400;288.35
22860000;288.35
22863600;288.35
22867200;288.35
22870800;288.35
22874400;288.35
22878000;288.35
22881600;288.35
22885200;288.35
22888800;288.35
22892400;288.35
22896000;288.35
22899600;288.35
22903200;288.35
22906800;288.35
22910400;288.35
22914000;288.35
22917600;288.35
22921200;288.35
22924800;288.35
22928400;288.35
22932000;288.35
22935600;288.35
22939200;288.35
22942800;288.35
22946400;288.35
22950000;288.35
22953600;288.35
22957200;288.35
22960800;288.35
22964400;288.35
22968000;288.35
22971600;288.35
22975200;288.35
22978800;288.35
22982400;288.35
22986000;288.35
22989600;288.35
22993200;288.45
22996800;288.45
23000400;288.45
23004000;288.45
23007600;288.45
23011200;288.45
23014800;288.45
23018400;288.45
23022000;288.45
23025600;288.45
23029200;288.45
23032800;288.45
23036400;288.45
23040000;288.45
23043600;288.45
23047200;288.45
23050800;288.45
23054400;288.45
23058000;288.45
23061600;288.45
23065200;288.45
23068800;288.45
23072400;288.45
23076000;288.45
23079600;288.45
23083200;288.45
23086800;288.45
23090400;288.45
23094000;288.45
23097600;288.45
23101200;288.45
23104800;288.45
23108400;288.45
23112000;288.45
23115600;288.45
23119200;288.45
23122800;288.45
23126400;288.45
23130000;288.45
23133600;288.45
23137200;288.45
23140800;288.45
23144400;288.45
23148000;288.45
23151600;288.45
23155200;288.45
23158800;288.45
23162400;288.45
23166000;288.45
23169600;288.45
23173200;288.45
23176800;288.45
23180400;288.45
23184000;288.45
23187600;288.45
23191200;288.45
23194800;288.45
23198400;288.45
23202000;288.45
23205600;288.45
23209200;288.45
23212800;288.45
23216400;288.45
23220000;288.45
23223600;288.45
23227200;288.45
23230800;288.45
23234400;288.45
23238000;288.45
23241600;288.45
23245200;288.45
23248800;288.45
23252400;288.45
23256000;288.45
23259600;288.45
23263200;288.45
23266800;288.45
23270400;288.45
23274000;288.45
23277600;288.45
23281200;288.45
23284800;288.45
23288400;288.45
23292000;288.45
23295600;288.45
23299200;288.45
23302800;288.45
23306400;288.45
23310000;288.45
23313600;288.45
23317200;288.45
23320800;288.45
23324400;288.45
23328000;288.45
23331600;288.45
23335200;288.45
23338800;288.45
23342400;288.45
23346000;288.45
23349600;288.45
23353200;288.45
23356800;288.45
23360400;288.45
23364000;288.45
23367600;288.45
23371200;288.45
23374800;288.45
23378400;288.45
23382000;288.45
23385600;288.45
23389200;288.45
23392800;288.45
23396400;288.45
23400000;288.45
23403600;288.45
23407200;288.45
23410800;288.45
23414400;288.45
23418000;288.45
23421600;288.45
23425200;288.45
23428800;288.45
23432400;288.55
23436000;288.55
23439600;288.55
23443200;288.55
23446800;288.55
23450400;288.55
23454000;288.55
23457600;288.55
23461200;288.55
23464800;288.55
23468400;288.55
23472000;288.55
23475600;288.55
23479200;288.55
23482800;288.55
23486400;288.55
23490000;288.55
23493600;288.55
23497200;288.55
23500800;288.55
23504400;288.55
23508000;288.55
23511600;288.55
23515200;288.55
23518800;288.65
23522400;288.65
23526000;288.65
23529600;288.65
23533200;288.65
23536800;288.65
23540400;288.65
23544000;288.65
23547600;288.65
23551200;288.65
23554800;288.65
23558400;288.65
23562000;288.65
23565600;288.65
23569200;288.65
23572800;288.65
23576400;288.65
23580000;288.65
23583600;288.65
23587200;288.65
23590800;288.65
23594400;288.65
23598000;288.65
23601600;288.65
23605200;288.65
23608800;288.65
23612400;288.65
23616000;288.65
23619600;288.65
23623200;288.65
23626800;288.65
23630400;288.65
23634000;288.65
23637600;288.65
23641200;288.65
23644800;288.65
23648400;288.65
23652000;288.65
23655600;288.65
23659200;288.65
23662800;288.65
23666400;288.65
23670000;288.65
23673600;288.65
23677200;288.65
23680800;288.65
23684400;288.65
23688000;288.65
23691600;288.65
23695200;288.65
23698800;288.65
23702400;288.65
23706000;288.65
23709600;288.65
23713200;288.65
23716800;288.65
23720400;288.65
23724000;288.65
23727600;288.65
23731200;288.65
23734800;288.65
23738400;288.55
23742000;288.55
23745600;288.55
23749200;288.55
23752800;288.55
23756400;288.55
23760000;288.55
23763600;288.55
23767200;288.55
23770800;288.55
23774400;288.55
23778000;288.55
23781600;288.55
23785200;288.55
23788800;288.55
23792400;288.55
23796000;288.55
23799600;288.55
23803200;288.55
23806800;288.55
23810400;288.55
23814000;288.55
23817600;288.55
23821200;288.55
23824800;288.55
23828400;288.55
23832000;288.55
23835600;288.55
23839200;288.55
23842800;288.55
23846400;288.55
23850000;288.55
23853600;288.55
23857200;288.45
23860800;288.45
23864400;288.45
23868000;288.45
23871600;288.45
23875200;288.45
23878800;288.45
23882400;288.45
23886000;288.45
23889600;288.45
23893200;288.45
23896800;288.45
23900400;288.45
23904000;288.45
23907600;288.45
23911200;288.45
23914800;288.45
23918400;288.35
23922000;288.35
23925600;288.35
23929200;288.35
23932800;288.35
23936400;288.35
23940000;288.35
23943600;288.35
23947200;288.35
23950800;288.35
23954400;288.35
23958000;288.35
23961600;288.35
23965200;288.35
23968800;288.35
23972400;288.25
23976000;288.25
23979600;288.25
23983200;288.25
23986800;288.25
23990400;288.25
23994000;288.25
23997600;288.25
24001200;288.25
24004800;288.25
24008400;288.25
24012000;288.25
24015600;288.25
24019200;288.25
24022800;288.15
24026400;288.15
24030000;288.15
24033600;288.15
24037200;288.15
24040800;288.15
24044400;288.15
24048000;288.15
24051600;288.15
24055200;288.15
24058800;288.15
24062400;288.15
24066000;288.15
24069600;288.05
24073200;288.05
24076800;288.05
24080400;288.05
24084000;288.05
24087600;288.05
24091200;288.05
24094800;288.05
24098400;288.05
24102000;288.05
24105600;288.05
24109200;287.95
24112800;287.95
24116400;287.95
24120000;287.95
24123600;287.95
24127200;287.95
24130800;287.95
24134400;287.95
24138000;287.95
24141600;287.95
24145200;287.95
24148800;287.85
24152400;287.85
24156000;287.85
24159600;287.85
24163200;287.85
24166800;287.85
24170400;287.85
24174000;287.85
24177600;287.85
24181200;287.85
24184800;287.85
24188400;287.85
24192000;287.75
24195600;287.75
24199200;287.75
24202800;287.75
24206400;287.75
24210000;287.75
24213600;287.75
24217200;287.75
24220800;287.75
24224400;287.75
24228000;287.75
24231600;287.75
24235200;287.65
24238800;287.65
24242400;287.65
24246000;287.65
24249600;287.65
24253200;287.65
24256800;287.65
24260400;287.65
24264000;287.65
24267600;287.65
24271200;287.65
24274800;287.65
24278400;287.65
24282000;287.65
24285600;287.65
24289200;287.65
24292800;287.55
24296400;287.55
24300000;287.55
24303600;287.55
24307200;287.55
24310800;287.55
24314400;287.55
24318000;287.55
24321600;287.55
24325200;287.55
24328800;287.55
24332400;287.55
24336000;287.55
24339600;287.45
24343200;287.45
24346800;287.45
24350400;287.45
24354000;287.45
24357600;287.45
24361200;287.45
24364800;287.45
24368400;287.45
24372000;287.45
24375600;287.45
24379200;287.45
24382800;287.45
24386400;287.45
24390000;287.45
24393600;287.45
24397200;287.35
24400800;287.35
24404400;287.35
24408000;287.35
24411600;287.35
24415200;287.35
24418800;287.35
24422400;287.35
24426000;287.35
24429600;287.35
24433200;287.35
24436800;287.35
24440400;287.35
24444000;287.35
24447600;287.35
24451200;287.35
24454800;287.35
24458400;287.35
24462000;287.35
24465600;287.35
24469200;287.35
24472800;287.35
24476400;287.35
24480000;287.35
24483600;287.35
24487200;287.35
24490800;287.35
24494400;287.35
24498000;287.35
24501600;287.35
24505200;287.35
24508800;287.35
24512400;287.35
24516000;287.35
24519600;287.35
24523200;287.35
24526800;287.35
24530400;287.35
24534000;287.35
24537600;287.35
24541200;287.35
24544800;287.35
24548400;287.35
24552000;287.35
24555600;287.35
24559200;287.35
24562800;287.35
24566400;287.35
24570000;287.35
24573600;287.35
24577200;287.35
24580800;287.35
24584400;287.35
24588000;287.35
24591600;287.35
24595200;287.35
24598800;287.35
24602400;287.35
24606000;287.35
24609600;287.35
24613200;287.35
24616800;287.35
24620400;287.35
24624000;287.35
24627600;287.35
24631200;287.35
24634800;287.35
24638400;287.35
24642000;287.35
24645600;287.35
24649200;287.35
24652800;287.35
24656400;287.35
24660000;287.35
24663600;287.35
24667200;287.35
24670800;287.35
24674400;287.35
24678000;287.35
24681600;287.35
24685200;287.35
24688800;287.35
24692400;287.25
24696000;287.25
24699600;287.25
24703200;287.25
24706800;287.25
24710400;287.25
24714000;287.25
24717600;287.35
24721200;287.35
24724800;287.35
24728400;287.35
24732000;287.35
24735600;287.35
24739200;287.35
24742800;287.35
24746400;287.35
24750000;287.35
24753600;287.35
24757200;287.35
24760800;287.35
24764400;287.35
24768000;287.35
24771600;287.35
24775200;287.35
24778800;287.35
24782400;287.35
24786000;287.35
24789600;287.35
24793200;287.35
24796800;287.35
24800400;287.35
24804000;287.35
24807600;287.35
24811200;287.35
24814800;287.35
24818400;287.35
24822000;287.35
24825600;287.35
24829200;287.35
24832800;287.35
24836400;287.35
24840000;287.45
24843600;287.45
24847200;287.45
